----Run 1 for K=28, memory=1024 MB----
<<<<<<< HEAD
Linux 6.1.43-rockchip-rk3588 (orangepi5plus) 	06/30/2025 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:31:48 PM  1001     20154   29.00   69.00    0.00    0.00   98.00     7 286910.00      7.00 2159096 1149312   3.53     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:31:49 PM  1001     20154   28.00   72.00    0.00    0.00  100.00     7 350060.00      0.00 3190808 2549568   7.83     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:31:50 PM  1001     20154   35.00   66.00    0.00    0.00  101.00     7 350206.00      0.00 4223048 3950352  12.14     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:31:51 PM  1001     20154   50.00   50.00    0.00    0.00  100.00     7 258052.00      0.00 4983632 4982592  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:31:52 PM  1001     20154  708.00    0.00    0.00    0.00  708.00     7     24.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:31:53 PM  1001     20154  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:31:54 PM  1001     20154  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:31:55 PM  1001     20154  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:31:56 PM  1001     20154  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:31:57 PM  1001     20154  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:31:58 PM  1001     20154  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:31:59 PM  1001     20154  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:00 PM  1001     20154  802.00    0.00    0.00    0.00  802.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:01 PM  1001     20154  799.00    0.00    0.00    1.00  799.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:02 PM  1001     20154  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:03 PM  1001     20154  799.00    1.00    0.00    0.00  800.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:04 PM  1001     20154  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:05 PM  1001     20154  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:06 PM  1001     20154  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:07 PM  1001     20154  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:08 PM  1001     20154  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:09 PM  1001     20154  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:10 PM  1001     20154  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:11 PM  1001     20154  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:12 PM  1001     20154  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:13 PM  1001     20154  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:14 PM  1001     20154  791.09    0.00    0.00    0.99  791.09     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
11:32:15 PM  1001     20154  800.00    1.00    0.00    0.00  801.00     7      0.00      0.00 5041424 4982856  15.31     -1.00     -1.00     -1.00       0  vaultx

